title,score,synopsis,genres,episodes,characters
Kamikaze Kaitou Jeanne,66,Sorprendente de principio a fin; superó mis expectativas (66.0).,"Adventure, Comedy, Fantasy",2.8,"Lucci Rob, Tajio, Koala, Hatchan, Enel, Hancock Boa, Sabo, Dragon, Calgara, Salcho Achino, Daddy Masterson, Ace Portgas, Shiryuu, Kuzan, Nezumi, Reik, Whetton, Tiger Fisher, Klabautermann, Cindry Victoria, Sarquiss, Chimney, Sandersonia Boa, Dr. Kobato, Usopp"
Last Exile,68,Gran equilibrio entre acción y desarrollo de personajes (68.0).,"Comedy, Hentai, Romance",22.98,"Kou  Uraki, South Burning, Alpha A. Bate, Eiphar Synapse, Nina Purpleton, Chap Adel, Aiguille Delaz, Bernard Monsha, Chuck Keith, Anavel Gato, Cima Garahau, Bask Om, Mora Boscht, Haman Karn, Jamitov Hymen"
tactics,66,Muy recomendado: ritmo sólido y personajes entrañables (66.0).,"Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural",25.4,"Jusenkyou Guide, Ryouga Hibiki, Ranma Saotome, Soun Tendou, Nabiki Tendou, Akane Tendou, Kasumi Tendou, Genma Saotome, Shampoo, Tatewaki Kunou, Toufuu Ono, Kodachi Kunou, Mizu Kake Baa-san, Kin Ono"
Rozen Maiden: Träumend,58,Sorprendente de principio a fin; superó mis expectativas (58.0).,Hentai,26.51,"Shin Kudou, Nora Polyansky, Katie, Sara Nome, Aries Turner, Mao Nome, Roy Focker, D.D. Ivanov"
Ai Yori Aoshi,53,Gran equilibrio entre acción y desarrollo de personajes (53.0).,"Comedy, Drama, Hentai, Romance",48.87,"Touji Suzuhara, Misato Katsuragi, Ryouji Kaji, Yui Ikari, Rei Ayanami, Kaworu Nagisa, Ritsuko Akagi, Asuka Langley Souryuu, Shinji Ikari, Naoko Akagi, Shigeru Aoba, Maya Ibuki, Gendou Ikari, Hikari Horaki, Makoto Hyuuga, Kohzou Fuyutsuki, Kensuke Aida, Kyouko Zeppelin Souryuu, Keel Lorentz, Pen Pen"
Tsubasa Chronicle,70,Excelente experiencia; animación y banda sonora destacadas (70.0).,"Drama, Horror, Mystery, Psychological, Thriller",25.59,"Shiki Tohno, Ciel, Akiha Tohno, Arihiko Inui, Arcueid Brunestud, Kohaku, Michael Valdamjong, Hisui, Satsuki Yumizuka, Nrvnqsr Chaos, Aoko Aozaki, Kouma Kishima, Keiko Arima, SHIKI Tohno, Makihisa Tohno"
MONSTER,70,Historia atrapante y bien ejecutada. Repetiría sin dudar (70.0).,"Action, Drama, Mecha, Sci-Fi",25.79,"Sara Mudou, Rosiel, Katan, Yue Katou, Setsuna Mudou, Sakuya Kira, Alexiel, Adam Kadmon, Metatron, Arachne, Sevothtarte, Kurai, Belial, Ruri Saiki"
Zipang,38,Excelente experiencia; animación y banda sonora destacadas (38.0).,"Action, Adventure, Drama, Fantasy",26.93,"Sena Kobayakawa, Ryokan Kurita, Youichi Hiruma, Kengo Mizumachi, Manabu Yukimitsu, Mamori Anezaki, Daikichi Komusubi, Shun Kakei, Gen Takekura, Haruto Sakuraba, Seijuro Shin, Tarou Raimon, Natsuhiko Taki, Jeremy Watt, Agon Kongou, Mamoru Banba, Koutaro Sasaki, Shozo Togano, Kazuki Juumonji, Koji Kuroki, Hayato Akaba, Doburoku Sakaki, Shien Mushanokoji, Jo Tetsuma, Patrick Spencer"
Avenger,64,Historia atrapante y bien ejecutada. Repetiría sin dudar (64.0).,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi",26.41,"Metchet Rubence, Mandella Soone, Lupe Cineau, Raior Sabato, Fuala Griffon, Ness Husher, Kwan Lee, Katejina Loos, Üso Ewin, Gilla Wattary, Peggy Lee, Helen Jackson, Maria Pia Armonia, Connie Francis, Suzy Relane, Warren Trace, Haro, Romero Marvall, Junko Jenko, Oliver Inoue, Chronicle Asher, Torry Aaes, Shakti Kareen, Vago Tassilo, Marvet Fingerhat"
Final Approach,71,Sorprendente de principio a fin; superó mis expectativas (71.0).,"Drama, Romance",13.7,"Misato Katsuragi, Ryouji Kaji, Yui Ikari, Rei Ayanami, Kaworu Nagisa, Ritsuko Akagi, Asuka Langley Souryuu, Shinji Ikari, Shigeru Aoba, Maya Ibuki, Gendou Ikari, Makoto Hyuuga, Kohzou Fuyutsuki, Kyouko Zeppelin Souryuu, Keel Lorentz, Pen Pen"
Shin Kidou Senki Gundam Wing: Endless Waltz,80,Sorprendente de principio a fin; superó mis expectativas (80.0).,"Comedy, Drama, Romance, Sci-Fi",26.7,"Azusa Ishida, Akane Suzumiya, Mayu Tamano, Ayu Daikuuji, Takayuki Narumi, Haruka Suzumiya, Mitsuki Hayase, Fumio Hoshino, Shinji Taira, Motoko Kouzuki, Souchirou Suzumiya, Yoshiyuki Itou, Kaoru Suzumiya, Kenzou Sakiyama, Hotaru Amakawa, Manami Homura"
Vandread: the second stage,54,Excelente experiencia; animación y banda sonora destacadas (54.0).,Romance,25.6,"Mutsumi Otohime, Naru Narusegawa, Keitarou Urashima, Nyamo Naamo, Motoko Aoyama, Kaolla Suu, Shinobu Maehara, Sachiyo Matsumoto, Sarah McDougal, Ken Akamatsu, Kimiaki Shirai, Mitsune Konno, Haruka Urashima, Seta Noriyasu, Emi Ichikawa, Mei Narusegawa, Kentarou Sakata, Masayuki Haitani, Kikuko Onoue"
Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,58,Sorprendente de principio a fin; superó mis expectativas (58.0).,"Action, Adventure, Fantasy",25.54,"Chrno, Aion, Ewan Remington, Joshua Christopher, Mary Magdalene, Rosette Christopher, Koushaku Duffau, Sister Anna, Azmaria Hendric, Florette Harvenheit, Satella Harvenheit, Kate Valentine, Shader, Genai, Edward Hamilton, Shishaku Lerajie, Rizelle, Carv, Narrator"
LOVELESS,55,Historia atrapante y bien ejecutada. Repetiría sin dudar (55.0).,"Action, Mecha, Sci-Fi",177.27,"Chichiri, Keisuke Yuuki, Tasuki, Tetsuya Kajiwara, Tamahome, Boushin, Hotohori, Nuriko, Mayo Sakaki, Miaka Yuuki, Houki, Yui Hongo"
Ayashi no Ceres,79,Gran equilibrio entre acción y desarrollo de personajes (79.0).,"Action, Adventure, Fantasy",1.57,"Van Fanel, Allen Schezar, Dilandau Albatou, Chid Ouji, Chesta, Hitomi Kanzaki, Folken Fanel, Merle, Dryden Fassa, Gaddes, Millerna Sara Aston, Naria, Varie Fanel, Zongi, Jajuka, Balgus Ganesha, Mogura Otoko, Eriya, Dornkirk, Shikikan, Plaktu"
AKIRA,80,Gran equilibrio entre acción y desarrollo de personajes (80.0).,"Comedy, Drama, Music, Slice of Life",25.78,"Mizuki Agatsuma, Tomokazu Mikuri, Neneko, Nanase Senjou, Kuyou Senjou, Mister Ishikari, Mone, Neito, Head of the Family, Tomoko Mikuri"
Tokimeki Fushigi Diary★Ultra Maniac,64,Historia atrapante y bien ejecutada. Repetiría sin dudar (64.0).,"Action, Adventure, Fantasy, Supernatural",1.0,"Azusa Ishida, Akane Suzumiya, Mayu Tamano, Ayu Daikuuji, Takayuki Narumi, Haruka Suzumiya, Mitsuki Hayase, Fumio Hoshino, Shinji Taira, Motoko Kouzuki, Souchirou Suzumiya, Yoshiyuki Itou, Kaoru Suzumiya, Kenzou Sakiyama, Hotaru Amakawa, Manami Homura"
RahXephon,69,Historia atrapante y bien ejecutada. Repetiría sin dudar (69.0).,"Adventure, Drama, Horror, Mecha, Psychological, Romance, Sci-Fi",12.88,"Kogoro Katsura, Kenshin Himura, Toshizo Hijikata, Shinsaku Takasugi, Enishi Yukishiro, Tomoe Yukishiro, Hajime Saitou, Seijuurou Hiko, Souji Okita, Isami Kondo, Tatsumi, Iizuka"
Kidou Senshi Gundam SEED DESTINY,88,Historia atrapante y bien ejecutada. Repetiría sin dudar (88.0).,"Action, Adventure, Fantasy",24.15,"Reiji Kageyama, Jim Skylark, Ruriko Ikusawa, Reiko Asagiri, Shun Ukiya, Kaoru Konoe, Choutarou Banba, Sayumi Ukiya, Jun Thunders, Yukino Houjou, Meguro Kanetake, Fei Ling Feng, Misao Sakimori, Megumi Kurogane"
Tsubasa Chronicle,58,Sorprendente de principio a fin; superó mis expectativas (58.0).,"Action, Comedy, Fantasy, Romance",11.74,"Chrno, Aion, Ewan Remington, Joshua Christopher, Mary Magdalene, Rosette Christopher, Koushaku Duffau, Sister Anna, Azmaria Hendric, Florette Harvenheit, Satella Harvenheit, Kate Valentine, Shader, Genai, Edward Hamilton, Shishaku Lerajie, Rizelle, Carv, Narrator"
NARUTO,77,Excelente experiencia; animación y banda sonora destacadas (77.0).,"Adventure, Fantasy, Supernatural",26.3,"Reiji Kageyama, Ayane Isuzu, Chinami Watanabe, Naoko Itou, Miu Manaduru, Yukino Houjou, Ghost Girl, Satoka Tachikawa"
Fushigi Yuugi: Eikoden,73,Excelente experiencia; animación y banda sonora destacadas (73.0).,"Comedy, Drama, Romance, Slice of Life",23.69,"Pierrot Bolneze, Monica Adenauer, Megumi Kimura, Takumi Tsubozuka, Katsuo Umino, Yuuko Motohashi, Sophie Balzac Kirisaki, Go Chimatsuri, Narumi Shizuto, Sylvan Kirisaki, Miki Norihei, Shigeru Kanmuri, Ryou Kuroyanagi, Inaho Azuma, Ken Matsushiro, Leonhart XIV, Haijima, Masanobu Tsutsumi, Brad Kidd, Yuuichi Kirisaki, Spencer Henry, Kyousuke Kawachi, Kazuma Azuma, Kaede Matsushiro, Tsukino Azusagawa"
Kidou Senshi Gundam: Gyakushuu no Char,71,Excelente experiencia; animación y banda sonora destacadas (71.0).,"Drama, Mecha, Sci-Fi",51.33,"Reika Morimura, Kenichi Hotta, Taizo Tenjin, Yusuke Takasaki, Wakaba Kutsuki, Arisa Haruno, Tadatomo Ijuuin, Hikaru Ichiban-Boshi, Midori Chitose, Sanae Minami, Chigusa Iino, Futaba Kutsuki, Kenta Koyasu, Yasushi Todoroki"
Saiyuuki RELOAD,70,Muy recomendado: ritmo sólido y personajes entrañables (70.0).,"Comedy, Drama, Romance",1.24,"Sousuke Sagara, Kaname Chidori, Atsunobu Hayashimizu, Kurz Weber, Mr. Mizuhoshi, Shinji Kazama, Pony-Man, Shiori Kudou, Kozue Nishino, Ren Mikihara, Yoko Wakana, Issei Tsubaki, Teletha Testarossa, Bonta-kun, Andrei Kalinin, Richard Mardukas, Kyouko Tokiwa, Ena Saeki, Melissa Mao, Mizuki Inaba, Masatami Hyuga, Mari Akutsu, Eri Kagurazaka, Tomomi Isomura, Maya Mukai"
GUNSLINGER GIRL,71,Excelente experiencia; animación y banda sonora destacadas (71.0).,"Comedy, Drama, Ecchi, Romance, Sci-Fi",1.0,"Honey Kisaragi, Scarlet Claw, Natsuko Aki, Shitsuji, Seiji Hayami, Sister Jill, Black Claw, Cobalt Claw, Gold Claw, Destroy Panther, Rinko Terada, Scope Panther, Tokimura, Mikami, Mayumi Takahashi, Mannen Kakarichou, Kyouko Izumiya"
Shinpi no Sekai El Hazard (TV),73,Muy recomendado: ritmo sólido y personajes entrañables (73.0).,"Drama, Romance, Slice of Life",48.76,"Shoutarou Kaneda, Kei, Kaori, Kai, Tetsuo Shima, Shikishima Taisa, Yamagata, Kiyoko, Takashi, Masaru, Nezu, Miyako, Ryuusaku, Akira, Resistance Member"
Mahou Shoujo Lyrical Nanoha,67,Muy recomendado: ritmo sólido y personajes entrañables (67.0).,"Action, Drama, Ecchi, Mystery, Psychological, Supernatural",26.08,Kei Ogata
HUNTER×HUNTER OVA,58,Gran equilibrio entre acción y desarrollo de personajes (58.0).,"Action, Adventure, Drama, Fantasy",4.29,"Gon Freecss, Hisoka Morow, Bara, Goreinu, Abengane, Ging Freecss, Sub, Genthru, Franklin Bordeaux, Bopobo, Nickes, List, Elena, Biscuit Krueger, Razor, Killua Zoldyck, Kurapika, Shalnark Ryuseih, Kazsule, Feitan Portor, Kess, Shizuku Murasaki, Kalluto Zoldyck, Phinks Magcub, Onnanoko"
Love Hina Christmas Special: Silent Eve,62,Muy recomendado: ritmo sólido y personajes entrañables (62.0).,"Drama, Mecha, Psychological, Sci-Fi",25.1,"Mutsumi Otohime, Akiko Taichi, Naru Narusegawa, Keitarou Urashima, Motoko Aoyama, Yashuhara Maehara, Mitsune Konno, Kaolla Suu, Shinobu Maehara, Sarah McDougal, Ken Akamatsu, Kimiaki Shirai, Kentarou Sakata, Masayuki Haitani, Haruka Urashima, Kikuko Onoue, Mei Narusegawa, Seta Noriyasu, Sachiyo Matsumoto, Tamago Onsen, Emi Ichikawa"
Shin Seiki Evangelion,66,Historia atrapante y bien ejecutada. Repetiría sin dudar (66.0).,"Action, Adventure, Comedy, Drama, Supernatural",6.5,"Freeze, Control, Takashi Fuji, Virus, Shinichi Kasuga, Anti, Eco, Sakura Kasuga, IR, Ai Shinozaki, Rescue, Manami Sayama, Synchro, Yui Kasuga, Grosser, Mototsugu Inukai, Follow, Jaggy, Akiko Yanagi, Haruna Kisaragi, Reiko Kannonzaki"
∀ Gundam,80,Gran equilibrio entre acción y desarrollo de personajes (80.0).,"Action, Drama, Fantasy, Mystery, Romance",26.52,"Alisa Bannings, Nanoha Takamachi, Suzuka Tsukimura, Amy Limietta, Lindy Harlaown, Alicia Testarossa, Fate Testarossa, Kyouya Takamachi, Chrono Harlaown, Arf, Yuuno Scrya, Miyuki Takamachi, Shinobu Tsukimura, Noel K. Ehrlichkeit, Farin K. Ehrlichkeit, Shirou Takamachi, Precia Testarossa, Momoko Takamachi, Bardiche, Raising Heart"
Speed Grapher,69,Gran equilibrio entre acción y desarrollo de personajes (69.0).,"Action, Adventure, Drama, Romance",26.65,"Jean Fabre, Joseph Carpenter, Genjo Sanzo, Nancy Makuhari, Drake Anderson, Wendy Earhart, Yomiko Readman, Otto Lilienthal, Ikkyu Soujun, Gennai Hiraga, Stephen Wilcox, Ludwig van Beethoven"
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Requiem,71,Historia atrapante y bien ejecutada. Repetiría sin dudar (71.0).,"Action, Comedy, Mecha, Romance, Sci-Fi",13.28,"Kaoruko Ichijou, Lala Hinagiku, Lulu Hinagiku, Sumireko Ichijou, Souju Shirogane, Koi Chigusa, Sara Shirogane, Nozomu Futami, Keisuke Kosaka, Ui Chigusa, Ai Momoi, Kira Sakurazuki, Yura Sakurazuki, Mai Momoi"
"Shin Seiki Evangelion Movie: Air / Magokoro wo, Kimi ni",54,Muy recomendado: ritmo sólido y personajes entrañables (54.0).,"Comedy, Slice of Life, Sports",74.26,"Dietrich von Lohengrin, Peter, Radu Barvon, Wendy, Angelica, William Walter Wordsworth, Esther Blanchett, Caterina Sforza, Virgil Walsh, Agnes de Watteau, Ion Fortuna, Isaak Fernand von Kämpfer, Elise Wasmeyer, Seth Nightroad, Noélle Bor, Cain Nightroad, Hercules Tres Iqus, Vanessa Walsh, Astharoshe Aslan, Abel Nightroad, Kate Scott, Enderle Koutza, Alessandro XVIII, Francesco di Medici, Hugue de Watteau"
Shin Seiki Evangelion,61,Sorprendente de principio a fin; superó mis expectativas (61.0).,"Comedy, Drama, Romance",5.38,"Hiromu Shinbo, Hideki Motosuwa, Hiroyasu Ueda, Takako Shimizu, Minoru Kokubunji, Chii, Atashi, Freya, Anata, Yoshiyuki Kojima, Kotoko, Yumi Oomura, Yuzuki, Chitose Hibiya, Zima, Yumi, Dita, Sumomo"
AIR,55,Sorprendente de principio a fin; superó mis expectativas (55.0).,"Action, Drama, Fantasy, Romance",12.46,"Elsa de Sica, Enzo, Claes, Angelica, Jose Croce, Hilshire, Henrietta, Rico, Bellhop, Pietro Fermi, Raballo, Jean Croce, Triela, Priscilla, Mario Bossi, Marco Tongi, Caterina, Patricia, Lauro, Elenora Gabrielli, Amadeo, Enrico Beldini"
Avenger,69,Gran equilibrio entre acción y desarrollo de personajes (69.0).,"Action, Mecha, Romance, Sci-Fi",7.76,"Beryl Jasper, Rhodo Chrosite, Hematite Ramsbeckite, Vesuvia Valentino, Chrome, Agate Fluorite, Fon Aina Sulfur, Chalcedony Renierite, No. 1 (Chrome Team), No. 2 (Chrome Team), No. 3 (Chrome Team), Ludwigite, Beryl no Haha, Huegel, Sepia (Chrome Team), Embassador, Boy-chou, Bellboy, Noblewoman, Noblewoman, Noblewoman, Noblewoman, Apprentice Conductor, Soldier, Soldier"
Scrapped Princess,64,Muy recomendado: ritmo sólido y personajes entrañables (64.0).,"Action, Drama, Ecchi",25.73,"Shigure Takimi, Sanosuke Sagara, Kenshin Himura, Gentatsu Takatsuki, Toki Takatsuki, Hajime Saitou, Yahiko Myojin, Kaoru Kamiya, Suzume Gensai, Aritomo Yamagata, Toshiyoshi Kawaji, Ayame Gensai, Sadashirou Kajiki"
Gakuen Alice,71,Muy recomendado: ritmo sólido y personajes entrañables (71.0).,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi",3.35,"Kissu, Zenon, Beet, Poala, Beltoze, Milfa, Grunide, Slade"
Shinpi no Sekai El Hazard 2,66,Excelente experiencia; animación y banda sonora destacadas (66.0).,"Action, Drama, Sports",11.91,"Satoshi Suzusaki, Asuka Kashiwagi, Mina Shizui, Satou, Onna-gai B, Onna-gai A, Gen'ichirou Hotokeu, Takayoshi Terada, Haruka Sakimizu, Shigeomi Hiruta, Yasuyuki Shibusawa, Yukimitsu Miura, Kazuki Andou, Toshiaki Nezu, Nozomi Fuyukawa, Naomi Seo, Kenkyuu-shunin, Louis Weldike, Bill Toargia, Rumiko Higuchi, Kate O'Hara, Amy McDowel, Clark Ashton, Karl Adolf Ihiman, Cindy De La Poa"
Ayashi no Ceres,69,Muy recomendado: ritmo sólido y personajes entrañables (69.0).,"Action, Drama, Psychological, Sci-Fi",24.07,"Tsubasa Shiina, Miyuki Sakurai, Kou Kazamatsuri, Shigeki Satou, Katsurou Shibusawa, Yuki Kojima, Akira Saionji, Daichi Fuwa, Tatsuya Mizuno, Seiji Fujishiro, Teppei Koiwa, Soujuu Matsushita, Takashi Narumi, Shigeru Mamiya, Yuuto Wakana, Taki Sugihara, Naoki Inoue, Ryouichi Tenjou, Souichirou Kirihara, Shou Kazamatsuri, Kazuma Sanada, Eishi Kaku, Masato Takai, Masaki Kurogawa, Tougo Amemiya"
Samurai 7,67,Sorprendente de principio a fin; superó mis expectativas (67.0).,"Comedy, Drama, Romance, Sci-Fi",13.58,"Rampa, Hakkai Cho, Goku Son, Gyokumen Koushou, Lirin, Kami-sama, Sanzo Koumyou, Gojou Sha, Sanzou Genjou, Kougaiji, Ginkaku, Yaone, Ni Jianyi, Dokugakuji, Jeep, Kanzeon Bosatsu, Kinkaku"
Hikaru no Go,69,Excelente experiencia; animación y banda sonora destacadas (69.0).,"Comedy, Sports, Supernatural",5.46,"Zagine Axeloake, Creed Diskenth, Train Heartnet, Beluga Heard, Lib Tyrant, Leon Elliott, Silphy Deacroft, Sven Vollfied, Jenos Hazard, River Zastory, Echidna Parass, Madame Freesia, Charden Flamberg, Rinslet Walker, Saya Minatsuki, Flitt Morris, Kyouko Kirisaki, Ellie, Shiki, Sephiria Arks, Adam, Ling Xiaoli, Belze Rochefort, Baldorias Fanghini, Tearju Lunatique"
"Shin Seiki Evangelion Movie: Air / Magokoro wo, Kimi ni",60,Excelente experiencia; animación y banda sonora destacadas (60.0).,"Action, Comedy, Fantasy, Mecha, Sci-Fi",23.91,"Rentarou Futaba, Kaoruko Ichijou, Lala Hinagiku, Lulu Hinagiku, Sumireko Ichijou, Souju Shirogane, Koi Chigusa, Sara Shirogane, Ui Chigusa, Ai Momoi, Ikafire, Nishimori Hariyama, Kira Sakurazuki, Yura Sakurazuki, Mai Momoi"
Re: Cutie Honey,72,Sorprendente de principio a fin; superó mis expectativas (72.0).,"Action, Comedy, Drama, Supernatural",23.64,"Nagi Daí Artai, Sergay Wáng, Midori, Mai Tokiha, Yukino Chrysant, Tomoe Marguerite, Fia Gross, Nina Wáng, Mimi, Mikoto, Sara Gallagher, Rad, Rosalie Claudel, Natsuki Kruger, Mashiro Blan de Windbloom, Haruka Armitage, Yayoi Alter, Yukariko Steinberg, Gal, Laura Bianci, Chie Hallard, Shiho Huit, Shizuru Viola, Akane Soir, Aoi Senoh"
Shin Kidou Senki Gundam Wing,54,Sorprendente de principio a fin; superó mis expectativas (54.0).,"Drama, Romance, Slice of Life, Supernatural",26.61,"Soprano, Choutarou, Nezumi Kid, Clyde, Shiine, Muura Maasa, Chacha, Piisuke, Urara, Mosuke, Elizabeth, Dorothy, Oyuki, Mary, Ka Zandan, Pikapon, Mayachon, Rascal, Sorges, Yordas, Haideyansu, Genius, Marine, Barabaraman, GauGau"
Speed Grapher,69,Excelente experiencia; animación y banda sonora destacadas (69.0).,"Action, Drama, Sports",1.41,"Misato Katsuragi, Ryouji Kaji, Yui Ikari, Rei Ayanami, Kaworu Nagisa, Ritsuko Akagi, Asuka Langley Souryuu, Shinji Ikari, Shigeru Aoba, Maya Ibuki, Gendou Ikari, Makoto Hyuuga, Kohzou Fuyutsuki, Kyouko Zeppelin Souryuu, Keel Lorentz, Pen Pen"
Trinity Blood,66,Excelente experiencia; animación y banda sonora destacadas (66.0).,"Comedy, Drama, Romance, Sci-Fi",25.14,"Kouya Sakagami, Soubi Agatsuma, Ginka, Hitomi Shinonome, Ritsuka Aoyagi, Kinka, Ai Myoushin, Nana Saotome, Yayoi Shioiri, Seimei Aoyagi, Yuiko Hawatari, Nagisa Sagan, Ritsu Minami, Natsuo Sagan, Midori Arai, Youji Sagan, Yamato Nakano, Kio Kaidou, Katsuko Sensei, Misaki Aoyagi"
Kidou Senshi Gundam SEED DESTINY,65,Historia atrapante y bien ejecutada. Repetiría sin dudar (65.0).,"Action, Comedy, Mecha, Romance, Sci-Fi",63.83,"Kiba, Darcia III, Tsume, Fukurou, Darcia I, Leara, Harmona, Jagara, Cheza, Iyek, Toboe, Cher Degre, Quent Yaiden, Hige, Zali, Blue, Rou Ookami, Cole, Hubb Lebowski, Myuu, Neige, Moss, Dakkan-tai Taichou, Bartender, Hebitsukai-onna"
Triangle Heart: Sweet Songs Forever,55,Gran equilibrio entre acción y desarrollo de personajes (55.0).,"Comedy, Drama, Romance, Slice of Life, Supernatural",13.09,"Mutsumi Otohime, Haruka Urashima, Naru Narusegawa, Keitarou Urashima, Kuro, Motoko Aoyama, Kanako Urashima, Kentarou Sakata, Mitsune Konno, Masayuki Haitani, Mei Narusegawa, Kaolla Suu, Moé, Shinobu Maehara, Sarah McDougal, Kimiaki Shirai, Tamago Onsen, Seta Noriyasu"
Pure Mail,68,Sorprendente de principio a fin; superó mis expectativas (68.0).,"Action, Comedy, Ecchi",13.42,"Freedert, Satoshi Hiwatari, Dark Mousy, Towa no Shirube, Risa Harada, Daichi Niwa, Ehrlich von Vandembagu, Daisuke Niwa, Kei Hiwatari, Krad, Daiki Niwa, Riku Harada, Kosuke Niwa, Takeshi Saehara, Rika, Mio Hio, Ayaka Hatori, Emiko Niwa, Second Hand of Time, Ispector Saehara, Menou Kurashina, Misaki Nishizawa, Classmate, Kaseta, Bianca von Vandembagu"
Rozen Maiden,73,Sorprendente de principio a fin; superó mis expectativas (73.0).,"Action, Drama, Mecha, Sci-Fi",24.49,"Chrono Harlaown, Alisa Bannings, Nanoha Takamachi, Suzuka Tsukimura, Amy Limietta, Linith, Lindy Harlaown, Alicia Testarossa, Fate Testarossa, Kyouya Takamachi, Hayate Yagami, Vita, Arf, Reinforce II, Shamal, Reinforce I, Yuuno Scrya, Signum, Miyuki Takamachi, Sachie Ishida, Lotte Liese, Noel K. Ehrlichkeit, Alia Liese, Leti Lowran, Zafila"
Chobits,79,Sorprendente de principio a fin; superó mis expectativas (79.0).,"Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",50.15,"Rizel Iwaki, Lux Iwaki, Lan Lan Iwaki, Lobelia Iwaki, Rachel Iwaki, Kyouko Yachigusa, Tomonori Iwaki, Aoi Seimoto, Ryuunosuke Hououin, Natsumi Ihata, Papa A, Papa B, Papa C, Mariko Iwaki, Kenji Iwaki, Saki"
Tokimeki Fushigi Diary★Ultra Maniac,77,Muy recomendado: ritmo sólido y personajes entrañables (77.0).,"Action, Adventure, Comedy, Drama, Sci-Fi",24.31,"Domon Kasshu, Sai Saici, Akino, Ulube Ishikawa, Jean-Pierre Mirabeau, Rain Mikamura, Cecile Holger, Dr. Mikamura, Chibode Croquette, George de Sand, Cath Ronary, Maria Louise, Alan Lee, Allenby Beardsley, Tris Surugeiref, Hans Holger, Bunny Higgins, Chico Rodriguez, Chandra Shijiema, Tohofuhai Master Asia, Janet Smith, Norma Graham, Wong Yunfat, Schwarz Bruder, Kyouji Kasshu"
DearS,59,Excelente experiencia; animación y banda sonora destacadas (59.0).,"Adventure, Drama, Mecha, Sci-Fi",13.03,"Reiji Kageyama, Jim Skylark, Ruriko Ikusawa, Reiko Asagiri, Shun Ukiya, Kaoru Konoe, Choutarou Banba, Sayumi Ukiya, Jun Thunders, Yukino Houjou, Meguro Kanetake, Fei Ling Feng, Misao Sakimori, Megumi Kurogane"
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,67,Historia atrapante y bien ejecutada. Repetiría sin dudar (67.0).,"Action, Comedy, Mecha, Romance, Sci-Fi",48.64,"Haku, Chihiro Ogino, Yubaba, Zeniba, Bou, Kaonashi, Akio Ogino, Yuuko Ogino, Kamajii, Rin, Kashira, Makkuro-Kurosuke, Ootori-sama, Oshira-sama, Kawa no Kami, Aogaeru"
Love Hina Christmas Special: Silent Eve,70,Muy recomendado: ritmo sólido y personajes entrañables (70.0).,"Drama, Mecha, Sci-Fi",23.86,"Subaru Sumeragi, Hokuto Sumeragi, Kamui Shirou, Seiichiro Aoki, Fuuma Monou, Karen Kasumi, Kotori Monou, Satsuki Yatouji, Kakyo Kuzuki, Hinoto, Arashi Kishu, Daisuke Saiki, Kanoe, Nataku, Kusanagi Shiyu, Yuzuriha Nekoi, Sorata Arisugawa, Yuto Kigai, Seishirou Sakurazuka"
GUNSLINGER GIRL,65,Excelente experiencia; animación y banda sonora destacadas (65.0).,"Comedy, Drama, Romance",145.01,"Misato Katsuragi, Ryouji Kaji, Yui Ikari, Rei Ayanami, Kaworu Nagisa, Ritsuko Akagi, Asuka Langley Souryuu, Shinji Ikari, Shigeru Aoba, Maya Ibuki, Gendou Ikari, Makoto Hyuuga, Kohzou Fuyutsuki, Kyouko Zeppelin Souryuu, Keel Lorentz, Pen Pen"
Speed Grapher,76,Muy recomendado: ritmo sólido y personajes entrañables (76.0).,"Action, Adventure, Horror, Psychological, Sci-Fi, Supernatural",12.98,"Chichiri, Keisuke Yuuki, Tasuki, Tetsuya Kajiwara, Tamahome, Boushin, Hotohori, Nuriko, Mayo Sakaki, Miaka Yuuki, Houki, Yui Hongo"
Triangle Heart: Sweet Songs Forever,65,Sorprendente de principio a fin; superó mis expectativas (65.0).,"Action, Adventure, Drama, Romance",3.99,"Spike Spiegel, Ein, Faye Valentine, Lee Samson, Judy, Jet Black, Vincent Volaju, Edward Wong Hau Pepelu Tivrusky IV, Captain, Bull, Electra Ovilo, Punch, Bob, Rasheed, Renji, Harris, Lylie Kisha, Old Lady, Steve, Cashier, Kottouhinya Tenshu, Colonel, Jobim, Antonio, Carlos"
